product_id,seller_id,category,brand,price,seller_rating,seller_reviews,product_images,description_length,shipping_time_days,spelling_errors,domain_age_days,contact_info_complete,return_policy_clear,payment_methods_count,listing_date,seller_country,shipping_origin,views,purchases,wishlist_adds,certification_badges,warranty_months,bulk_orders,unusual_payment_patterns,ip_location_mismatch,is_counterfeit
7173d73b,seller_5389,Fashion,FashionForward,251.5,4.3,5031,9,402,8,0,765,True,False,5,2024-09-30,IN,DE,2337,68,97,2,15,False,False,False,False
5a9e4cb9,seller_7546,Automotive Parts,CarTech,409.26,3.7,4382,8,663,13,0,1024,True,True,5,2024-04-07,FR,AU,1379,95,51,0,0,False,False,False,False
3b6e8f9e,seller_9815,Electronics,ClassicWear.,85.54,2.6,0,1,91,16,3,252,False,True,2,2024-03-27,US,GB,1026,59,48,1,0,True,True,False,True
5d54170e,seller_5499,Cosmetics,PureSkin,91.9,4.8,3208,5,208,9,0,2047,True,True,5,2024-10-09,KR,KR,3201,160,23,3,10,False,False,False,False
de7633dc,seller_3961,Electronics,ElectroMax,187.77,3.4,83,2,161,43,1,99,False,False,1,2025-02-26,US,CN,4983,337,65,2,15,True,False,False,True
db4a206f,seller_5496,Fashion,TrendSettr,198.95,1.5,67,1,191,34,4,135,False,True,1,2024-06-30,IN,DE,4745,32,47,3,18,False,False,True,True
8dcc387a,seller_1225,Luxury Goods,LuxuryBrand,336.35,3.9,1793,8,429,13,0,2850,True,False,5,2024-05-08,US,CN,4903,96,27,0,4,False,False,False,False
d3834818,seller_2069,Fashion,ClassicWear,153.58,4.2,7783,5,391,1,1,381,False,True,4,2024-11-22,US,CA,3454,5,98,3,8,False,False,False,False
a9e3a9ee,seller_1980,Automotive Parts,MotorMax,478.88,4.0,401,7,806,3,1,1357,True,True,5,2025-02-06,US,KR,2985,160,66,1,9,False,True,False,False
cf522349,seller_8806,Pharmaceuticals,FashionForward_,187.87,3.1,45,2,163,28,2,151,True,False,2,2024-05-21,IN,CN,164,9,1,1,16,False,False,False,True
9f97f638,seller_6625,Luxury Goods,ClassicWear.,171.25,1.4,47,1,75,16,2,13,False,True,2,2024-09-01,CN,CA,2960,35,44,3,0,False,False,False,True
c44a7842,seller_6919,Automotive Parts,NaturalGl0w,23.48,2.2,13,2,164,36,3,92,True,True,2,2024-07-22,DE,AU,2784,50,24,1,21,False,False,True,True
4f0d1a73,seller_4124,Luxury Goods,LuxuryBrand,315.87,3.5,4877,8,982,6,0,2856,True,True,3,2024-12-09,DE,IN,3061,107,4,3,5,False,False,False,False
6701c705,seller_2693,Fashion,ClassicWear,73.26,4.3,4242,5,855,13,1,1000,True,True,4,2024-07-03,KR,JP,1692,144,62,2,22,True,False,False,False
2499d36c,seller_2081,Fashion,TrendSetter,162.89,3.8,6049,9,326,9,1,1377,True,True,3,2024-10-21,JP,IN,4739,0,33,0,7,False,False,False,False
039b4c7a,seller_4147,Automotive Parts,BeautyLu×,187.58,2.9,60,1,118,35,1,247,False,True,1,2024-03-30,US,CN,4259,143,50,4,21,False,False,True,True
6ea6189d,seller_7617,Fashion,TrendSetter,56.48,3.7,5288,9,293,4,0,1592,True,True,4,2024-03-01,CA,JP,2489,84,38,3,0,True,True,False,False
abb27c36,seller_7905,Luxury Goods,LuxuryBrand,259.1,4.5,5981,4,957,5,1,3214,True,True,5,2023-07-13,IN,CA,3740,95,0,4,12,True,False,False,False
61d528c6,seller_1851,Electronics,DigitalPro,123.32,3.6,5978,4,696,12,1,2572,True,True,5,2023-11-08,CN,FR,1697,139,49,2,0,False,False,False,False
2bb27fd8,seller_5107,Fashion,FashionForward,256.21,4.3,5832,6,776,1,1,1431,True,False,3,2025-04-29,IN,CA,3383,252,34,0,7,True,False,False,False
ec61a41a,seller_6745,Automotive Parts,CarTech,223.43,4.5,517,5,816,7,1,1190,True,True,3,2024-04-06,CN,CA,1526,74,28,3,20,False,False,False,False
52a745ca,seller_6104,Pharmaceuticals,BioMed Solutions,485.41,4.3,6088,3,391,3,0,1487,True,True,4,2025-05-18,GB,GB,2153,151,22,4,11,True,False,False,False
8be26313,seller_2365,Cosmetics,NaturalGlow,243.05,4.6,3014,3,997,1,0,2474,True,True,3,2024-07-10,JP,FR,4502,186,18,0,3,False,False,False,False
6b368e75,seller_6486,Cosmetics,ElectroMx,12.06,3.7,75,1,77,27,3,52,True,False,1,2024-08-18,FR,CA,153,4,4,2,11,False,False,False,True
e529e46e,seller_6161,Cosmetics,BeautyLux,197.9,4.5,7751,7,350,9,0,2521,True,True,3,2023-10-29,JP,GB,2992,222,4,2,22,False,True,False,False
28583282,seller_2542,Cosmetics,BeautyLux,295.66,4.6,4946,6,208,10,1,2904,True,True,3,2024-05-24,DE,CA,1201,41,8,1,1,False,False,False,False
b53564cd,seller_8494,Automotive Parts,AutoParts Pro,25.46,1.3,82,2,158,14,2,145,False,False,1,2025-02-27,KR,KR,4322,300,3,3,5,False,False,True,True
e762d4d3,seller_5268,Pharmaceuticals,NaturalGl0w,144.55,2.4,53,1,140,23,2,19,False,False,1,2025-03-23,GB,JP,4758,241,91,1,19,False,False,False,True
ed6bc222,seller_2214,Electronics,GlamourC0,32.58,1.4,38,1,180,26,4,190,False,False,1,2024-03-11,FR,CN,1541,112,24,0,5,False,False,False,True
bbe359f3,seller_6348,Fashion,StyleHous,92.9,3.4,44,2,110,28,1,80,True,True,2,2024-04-26,AU,KR,1260,18,19,0,17,False,True,False,True
5e10b6c7,seller_9120,Fashion,ClassicWear,124.8,3.8,3586,3,572,6,1,3068,True,True,5,2024-02-14,US,CN,1363,15,23,3,20,False,False,False,False
4672ee65,seller_5835,Pharmaceuticals,MediPharm,174.82,3.8,3819,4,515,2,1,3144,True,False,3,2023-10-09,CN,AU,3785,144,72,0,20,True,False,False,False
19650580,seller_8026,Cosmetics,PureSkin,416.21,4.5,1024,7,757,3,0,754,True,True,4,2024-08-20,JP,CA,265,4,8,1,9,False,False,False,False
5d5c7bbc,seller_8449,Pharmaceuticals,WellnessLab,469.73,4.8,5224,9,573,1,1,588,True,True,5,2024-12-11,DE,JP,4168,216,85,2,16,False,False,False,False
2974fa06,seller_3000,Fashion,TrendSetter,427.25,4.2,7366,9,584,5,1,3235,True,False,4,2024-11-01,CN,IN,2766,132,2,4,22,True,False,False,False
65da542a,seller_5780,Pharmaceuticals,HealthCare Plus,156.11,3.8,73,1,194,34,2,1,False,False,1,2025-02-21,US,GB,726,3,0,0,7,False,False,False,True
23fb2422,seller_1770,Electronics,CircuitMaster,328.16,4.0,7339,9,353,10,1,802,True,False,4,2024-12-22,DE,CA,3972,305,11,0,21,False,False,False,False
ad1a0450,seller_5673,Luxury Goods,PremiumCraft,485.59,3.6,4958,3,600,7,0,1617,True,True,3,2024-08-02,AU,US,2132,178,37,3,1,False,False,False,False
307c3a6a,seller_8648,Pharmaceuticals,HealthCare Plus,207.76,4.4,7041,9,634,2,1,613,False,True,4,2024-06-01,CA,KR,1368,29,50,0,4,False,True,False,False
11cd1523,seller_8941,Pharmaceuticals,FashionForward_,161.33,2.4,16,2,66,41,4,69,True,True,2,2024-03-01,GB,AU,4310,125,42,2,18,False,False,False,True
3cbd4eef,seller_2887,Pharmaceuticals,BioMed Solutions,291.77,4.2,6338,5,573,8,1,724,True,True,3,2025-02-07,JP,US,3276,154,92,1,18,False,False,False,False
21d07747,seller_1523,Automotive Parts,AutoParts Pro,68.39,3.8,4877,7,733,5,1,3057,True,False,3,2024-02-18,GB,US,2403,45,33,0,13,False,False,False,False
c01b5ad4,seller_7493,Fashion,TrendSetter,72.72,2.0,25,1,96,38,2,239,False,False,2,2025-06-13,IN,KR,4212,318,47,4,16,False,False,True,True
7a256501,seller_9150,Cosmetics,BeautyLux,174.59,4.7,1376,6,918,8,1,890,True,False,4,2024-12-28,KR,CA,2135,129,25,2,23,False,False,True,False
cd885c51,seller_2906,Automotive Parts,CarTech,109.9,4.5,1018,8,562,12,0,3218,True,True,5,2024-10-03,KR,CN,3096,191,88,4,9,False,False,True,False
ab205693,seller_7168,Automotive Parts,VehicleCare,303.78,4.8,6329,4,325,12,0,2557,True,True,3,2024-08-20,US,CA,1613,137,66,0,12,False,False,False,False
760e4035,seller_3472,Pharmaceuticals,HealthCare Plus,265.81,4.4,9785,4,822,8,1,3160,True,True,5,2023-09-21,DE,KR,2670,5,51,1,1,False,False,False,False
624ab7c7,seller_2605,Automotive Parts,VehicleCare,159.96,4.2,3912,3,488,5,1,2689,True,True,4,2025-06-15,CN,DE,2573,94,23,0,22,False,False,False,False
3728afe5,seller_9195,Pharmaceuticals,BioMed Solutions,73.24,3.5,4424,6,422,6,1,832,True,False,5,2023-12-25,IN,AU,655,50,29,0,1,False,False,False,False
ea52427d,seller_9915,Automotive Parts,VehicleCare,300.54,4.4,6416,6,844,6,1,1506,True,True,5,2024-12-17,GB,CN,234,19,0,3,14,False,False,False,False
f87cd58b,seller_3026,Pharmaceuticals,WellnessLab,144.37,3.3,37,1,175,24,3,356,False,True,1,2025-06-03,DE,GB,3754,177,9,4,22,False,False,False,True
d98b1dfe,seller_3832,Luxury Goods,EliteDesign,297.01,3.8,5387,4,795,1,0,2001,True,True,3,2025-06-22,FR,FR,2834,37,34,0,4,False,False,False,False
5598562a,seller_3560,Fashion,NaturalGl0w,167.82,3.9,77,1,169,24,1,76,True,False,1,2023-08-14,IN,GB,3401,59,63,4,7,False,False,False,True
1cd3e17a,seller_1077,Luxury Goods,EliteDesign,422.57,4.6,7041,5,924,5,0,3263,False,False,5,2024-03-20,DE,GB,2631,131,88,4,9,False,False,False,False
bf2f2f3a,seller_5670,Electronics,ElectroMx,84.56,3.4,38,2,63,32,1,353,False,False,1,2025-01-24,IN,AU,2200,152,16,0,14,True,True,False,True
75f11595,seller_2202,Cosmetics,GlamourCo,222.75,4.3,3787,5,238,3,1,2034,False,True,5,2024-11-27,AU,CN,2045,154,35,4,5,False,False,True,False
964b8cd0,seller_5612,Electronics,ElectroMax,388.58,4.6,1050,3,453,4,1,2222,True,True,4,2024-08-05,DE,CN,1875,96,37,4,14,False,False,False,False
8f611152,seller_3371,Luxury Goods,PremiumCraft,430.9,3.7,7963,9,356,8,0,3593,True,True,5,2025-04-19,AU,DE,2901,172,1,2,18,False,False,False,False
0efbb1ef,seller_7166,Luxury Goods,LuxuryBrand,362.28,4.3,2216,6,210,10,1,2962,False,True,4,2024-08-16,GB,DE,824,45,11,1,12,False,False,False,False
6ddb22d2,seller_4876,Electronics,ElectroMax,36.43,1.3,96,1,153,41,3,356,False,False,2,2025-03-06,DE,US,136,9,0,3,8,False,False,False,True
824f72bd,seller_4476,Automotive Parts,CarTech,240.86,4.6,3468,8,978,7,0,3226,False,True,3,2025-06-23,KR,GB,3427,109,35,0,0,False,False,False,False
122e0dee,seller_4507,Fashion,StyleHouse,441.45,4.3,5131,9,860,9,0,3573,True,True,4,2025-04-12,KR,KR,4222,153,40,2,19,False,False,False,False
fc982da8,seller_7783,Pharmaceuticals,BioMed Solutions,291.83,4.9,8677,9,409,11,1,2759,True,True,3,2025-03-30,CN,KR,964,50,23,0,6,True,False,False,False
0c4df09d,seller_6588,Electronics,ClassicWear.,41.45,1.1,32,1,78,44,3,150,False,False,2,2024-10-27,KR,KR,3130,83,48,3,21,False,False,False,True
a4c1d2a0,seller_9058,Electronics,FashionForward_,173.52,2.6,48,1,50,26,2,215,False,False,1,2023-07-12,DE,IN,961,82,31,4,16,False,False,False,True
08026594,seller_7645,Pharmaceuticals,BioMed Solutions,66.45,4.2,7286,4,968,3,0,3422,True,True,4,2024-04-02,CN,IN,2171,165,50,3,0,False,False,False,False
6248f877,seller_8643,Luxury Goods,LuxuryBrand,200.46,3.6,4973,4,361,12,0,2499,True,True,5,2024-02-21,FR,CN,1833,177,6,4,7,False,False,False,False
ca64bb16,seller_4675,Automotive Parts,MotorMax,62.19,3.8,8619,8,960,5,0,3487,True,True,3,2025-04-15,FR,KR,3064,263,33,2,23,False,False,False,False
d74ef935,seller_9966,Luxury Goods,StyleHous,147.23,3.6,15,2,191,44,3,7,False,False,2,2024-07-20,AU,CN,2208,84,18,4,18,True,False,False,True
ee5d407b,seller_2409,Cosmetics,BeautyLux,312.37,4.1,8805,3,908,4,0,1110,True,True,5,2024-03-29,CN,AU,4812,470,11,3,4,False,False,False,False
7298f59c,seller_3679,Cosmetics,NaturalGlow,205.34,4.7,7183,5,699,10,1,1752,True,True,3,2024-07-07,AU,GB,2116,127,95,0,17,False,False,False,False
7d2f22b0,seller_2301,Automotive Parts,CarTech,60.11,3.9,2699,4,436,9,0,3637,True,True,4,2024-11-13,CA,FR,2551,3,25,1,12,False,False,False,False
64414e42,seller_8184,Cosmetics,PureSkin,141.33,3.0,69,2,177,34,2,356,False,False,1,2023-10-05,AU,FR,4693,86,85,4,5,False,False,False,True
fe20088e,seller_8643,Fashion,FashionForward,379.48,3.9,6236,7,654,10,0,3334,True,True,3,2024-01-07,CA,US,4807,121,45,1,21,False,False,False,False
1becbabb,seller_8679,Automotive Parts,CarTech,382.12,3.6,5590,4,228,5,0,1684,True,True,5,2024-07-25,JP,KR,1146,58,38,2,21,False,False,False,False
ec7d8127,seller_2762,Pharmaceuticals,TechCrop,100.45,3.0,21,1,105,14,2,36,False,False,1,2024-03-18,IN,CN,3930,364,97,0,1,False,False,False,True
cb47902f,seller_8970,Automotive Parts,AutoParts Pro,97.97,3.6,5236,3,416,13,0,2004,True,False,4,2024-08-12,JP,CA,4236,228,43,2,5,False,False,False,False
60b7f39d,seller_5107,Luxury Goods,LuxuryBrand,315.6,4.0,4190,3,216,10,0,1885,True,True,5,2025-02-20,DE,GB,1351,79,7,4,16,False,False,True,False
fa369313,seller_9238,Electronics,CircuitMaster,346.45,4.5,9001,3,665,9,1,853,True,True,3,2024-01-26,US,US,3369,265,15,0,22,False,True,False,False
44acd1a4,seller_9007,Fashion,ClassicWear,300.11,4.2,490,8,534,5,0,501,True,True,5,2024-04-03,IN,IN,1531,58,38,2,17,True,False,False,False
0faafb44,seller_3983,Luxury Goods,StyleHous,109.26,2.9,13,1,157,41,1,98,True,False,1,2023-09-27,AU,DE,4288,363,38,0,3,False,False,False,True
b7de0a30,seller_9502,Luxury Goods,FashionForward_,160.24,2.0,81,1,65,26,2,108,True,False,2,2024-11-07,KR,DE,748,41,33,2,22,False,False,False,True
986c1a13,seller_9436,Fashion,ClassicWear,133.46,4.1,3910,5,238,4,0,1322,True,True,3,2023-07-10,CA,KR,4853,184,15,3,14,False,False,False,False
74642086,seller_2165,Automotive Parts,AutoParts Pro,85.67,1.3,83,1,114,43,1,3,True,False,1,2023-11-19,US,KR,385,29,17,3,17,False,False,False,True
b923149b,seller_2828,Fashion,TrendSetter,155.12,3.6,8996,7,784,1,0,1328,True,True,5,2024-11-21,DE,IN,2118,170,69,2,12,False,False,False,False
9b884220,seller_8274,Pharmaceuticals,MediPharm,495.13,4.6,5790,6,774,6,0,1754,True,True,4,2025-06-11,CN,DE,4331,312,89,0,16,False,False,False,False
19b8924c,seller_2913,Cosmetics,NaturalGlow,480.77,4.7,1896,8,246,7,0,1909,True,True,5,2025-02-04,AU,DE,1606,122,34,1,17,False,False,True,False
2c56e133,seller_5675,Fashion,FashionForward,363.21,3.7,8006,8,980,8,0,2395,True,True,3,2025-02-09,CA,JP,1943,100,10,0,23,False,False,True,False
f6f3e175,seller_1954,Pharmaceuticals,BioMed Solutions,169.52,3.7,1318,3,937,12,1,885,True,True,5,2024-01-03,KR,CA,993,78,37,2,4,False,False,True,False
5cd8820f,seller_1317,Electronics,NaturalGl0w,19.27,2.6,36,2,77,18,1,81,False,True,2,2024-01-30,CN,AU,2406,114,57,2,23,False,False,False,True
5d5f36bc,seller_4239,Electronics,GlamourC0,135.8,2.6,76,1,82,19,4,147,False,True,2,2024-07-10,GB,JP,2149,96,58,2,15,True,False,False,True
13ca69da,seller_1556,Luxury Goods,ExclusiveItems,368.76,4.8,4386,5,621,12,0,2545,True,True,5,2024-10-26,CA,CN,835,30,22,1,9,False,False,False,False
fea1c67a,seller_1294,Automotive Parts,PureSk1n,165.79,1.7,38,1,131,17,2,206,True,False,1,2024-05-08,GB,FR,1995,12,45,2,16,True,False,False,True
ca1556ce,seller_6352,Cosmetics,BeautyLux,301.93,3.7,7109,6,647,8,0,1039,True,True,4,2023-11-02,CN,AU,1257,97,27,3,14,True,False,False,False
fa05a984,seller_9073,Electronics,DigitalPro,469.41,3.7,7159,6,441,4,0,2604,True,True,3,2023-11-30,KR,GB,895,64,21,1,23,True,False,False,False
746cdb6c,seller_6043,Fashion,NaturalGl0w,18.69,3.6,63,1,78,25,4,251,False,False,1,2025-03-08,KR,US,2438,203,6,4,10,False,False,False,True
61a686fd,seller_1038,Fashion,StyleHouse,419.68,4.1,9745,4,484,4,0,3535,True,True,3,2023-09-24,US,FR,3352,284,28,2,19,False,False,False,False
908fe205,seller_1988,Electronics,StyleHous,169.59,3.3,83,2,76,16,1,236,False,False,2,2023-10-19,CN,AU,4126,302,79,4,19,False,False,False,True
47e15862,seller_4056,Fashion,StyleHouse,228.92,3.9,5726,3,769,12,1,3598,True,False,3,2025-06-25,JP,DE,802,23,11,1,14,False,False,True,False
3c2d38df,seller_2050,Pharmaceuticals,WellnessLab,262.19,4.3,5279,8,856,13,0,884,True,True,5,2025-02-16,AU,CN,3643,198,2,4,11,False,False,True,False
abc47546,seller_2875,Luxury Goods,NaturalGl0w,16.18,3.8,2,2,95,28,1,222,False,False,2,2023-07-30,DE,AU,1773,8,37,0,21,False,False,False,True
e4bd21f3,seller_9465,Automotive Parts,TrendSettr,120.57,1.8,87,2,188,26,1,72,False,False,1,2024-06-03,CA,FR,2023,63,81,2,12,False,False,False,True
feb8a0e7,seller_7731,Cosmetics,NaturalGlow,390.68,4.9,3596,5,413,3,1,1941,True,True,3,2024-10-16,AU,CN,2946,45,31,3,19,True,True,False,False
f3680e04,seller_7732,Cosmetics,GlamourCo,205.71,4.7,8132,4,424,1,0,2314,True,True,3,2025-04-13,JP,JP,927,65,37,1,13,False,False,False,False
572ebcb0,seller_7082,Pharmaceuticals,MediPharm,361.94,4.7,205,9,627,1,1,2359,False,True,3,2024-12-13,FR,CN,644,5,8,0,6,False,False,False,False
040444e1,seller_9442,Electronics,PureSk1n,126.46,1.9,75,2,121,31,4,318,False,True,2,2024-11-24,DE,KR,2440,6,74,3,15,False,False,False,True
f01d0b4e,seller_8179,Luxury Goods,LuxuryBrand,296.42,4.7,8701,9,714,9,1,1238,True,True,4,2025-06-04,DE,US,2144,11,12,0,12,True,False,False,False
dcde1316,seller_1306,Electronics,ElectroMax,327.08,4.0,9041,6,884,8,0,2721,True,True,5,2024-05-03,CA,CN,3675,210,21,4,23,True,False,True,False
7be7f2f1,seller_1352,Fashion,ClassicWear,488.66,4.5,9046,5,644,13,1,2347,True,True,5,2025-02-28,FR,DE,912,75,29,4,23,False,False,False,False
5935e297,seller_7563,Electronics,StyleHous,90.84,2.0,19,2,99,30,3,96,True,False,1,2023-09-25,CN,DE,1283,116,33,3,1,False,False,False,True
bc5f76f3,seller_3958,Fashion,StyleHouse,318.98,4.7,1494,4,445,13,1,894,True,True,3,2024-09-16,KR,AU,2924,281,7,3,15,False,False,False,False
013665a7,seller_5648,Electronics,TechCorp,320.83,4.4,625,8,201,7,0,3249,True,False,4,2024-03-21,IN,DE,2375,59,13,0,19,False,False,False,False
5cfda0e9,seller_6543,Fashion,ClassicWear,316.83,3.7,8319,4,362,5,0,2411,True,True,3,2024-02-12,JP,FR,4565,439,35,4,22,True,False,True,False
a7e094b8,seller_4432,Electronics,NaturalGl0w,96.22,1.7,66,2,63,29,2,93,False,False,2,2024-05-24,CA,DE,1290,19,7,2,11,True,True,False,True
8e53e379,seller_4568,Luxury Goods,ExclusiveItems,368.05,3.8,6199,6,320,11,0,3099,True,False,3,2025-05-08,CN,CA,1665,43,55,3,14,False,False,False,False
d931a041,seller_1281,Pharmaceuticals,BioMed Solutions,440.72,3.8,1056,6,533,2,0,2923,True,True,3,2024-07-05,IN,CN,2854,0,34,4,20,False,False,False,False
b0f56b63,seller_1125,Cosmetics,NaturalGlow,89.85,3.7,1329,6,689,4,0,2654,True,False,5,2024-11-26,IN,GB,4075,216,49,4,6,True,False,False,False
338cb1bd,seller_2969,Automotive Parts,DigitalPr0,96.4,2.5,49,1,87,33,3,126,True,False,1,2023-09-18,AU,AU,2803,7,84,0,22,False,False,False,True
1157a5a4,seller_7089,Luxury Goods,EliteDesign,352.67,4.2,4712,9,285,2,0,2723,True,True,5,2024-12-11,IN,AU,3495,113,81,0,7,True,False,False,False
5f4db2ff,seller_4124,Electronics,PureSk1n,174.28,3.3,90,2,138,27,4,289,False,True,1,2023-11-25,AU,US,1337,68,61,3,1,True,False,True,True
c5e59fff,seller_4828,Electronics,CircuitMaster,499.74,3.6,5804,3,880,9,1,3193,True,True,3,2023-10-21,US,AU,3240,323,97,4,5,False,False,False,False
06d95676,seller_6450,Luxury Goods,PremiumCraft,197.16,4.5,3653,4,596,9,0,1215,False,True,3,2025-03-13,FR,CN,3722,343,53,0,20,False,False,False,False
429fedb2,seller_7059,Pharmaceuticals,HealthCare Plus,196.06,4.0,4906,9,804,9,0,669,True,False,3,2024-10-10,CA,CA,3348,109,77,1,1,False,False,True,False
b54f47c1,seller_1011,Cosmetics,BeautyLux,258.57,4.1,6571,4,653,12,0,1542,True,True,3,2023-09-01,CA,DE,4409,292,78,3,3,False,False,False,False
67eed4c0,seller_9212,Fashion,TrendSetter,323.56,4.6,5545,8,697,12,0,2839,True,True,3,2023-08-20,FR,DE,416,15,14,4,14,False,False,False,False
87a68d1b,seller_4610,Electronics,DigitalPro,159.57,4.9,240,8,986,2,1,2281,True,True,3,2024-07-20,FR,IN,1702,155,34,1,3,False,False,False,False
c05ea341,seller_8052,Luxury Goods,LuxuryBrand,372.94,4.1,6887,4,544,11,0,3544,True,True,4,2024-07-05,FR,US,3664,311,41,4,9,False,False,False,False
2fc2854d,seller_7284,Pharmaceuticals,HealthCare Plus,462.99,4.1,1898,8,584,12,1,2073,True,True,4,2024-08-25,CN,DE,1310,25,8,1,23,False,False,False,False
27347fbe,seller_7807,Luxury Goods,LuxuryBrand,234.96,4.8,6395,3,353,11,0,1968,True,False,4,2023-12-27,KR,IN,3693,59,38,1,17,False,False,False,False
fa9c78c1,seller_1630,Luxury Goods,PremiumCraft,395.0,3.7,9754,4,780,1,0,3544,True,True,4,2025-01-02,FR,GB,671,47,14,2,6,False,False,False,False
6ce4e7b5,seller_5358,Fashion,FashionForward,296.01,3.8,1200,7,640,9,1,1708,True,False,5,2023-07-09,AU,GB,3739,322,41,4,6,False,False,False,False
58ddb540,seller_7764,Cosmetics,PureSkin,376.03,3.5,2449,5,779,10,1,2966,True,True,5,2024-11-02,IN,GB,4141,231,96,3,2,False,False,False,False
db12f516,seller_6051,Cosmetics,BeautyLux,230.53,4.1,5289,3,907,13,0,3240,True,True,4,2025-06-17,CN,DE,2574,26,31,4,7,True,False,False,False
cdbe669e,seller_6291,Pharmaceuticals,MediPharm,446.04,4.5,8079,7,257,3,1,1518,False,True,5,2024-01-25,AU,FR,2827,101,80,2,1,False,False,False,False
8000c5d9,seller_4374,Pharmaceuticals,MediPharm,250.86,4.0,761,6,641,4,0,2233,True,True,3,2025-02-27,CN,FR,1026,54,15,1,22,False,False,False,False
4fc6f012,seller_7099,Automotive Parts,CarTech,390.27,4.0,3819,6,714,13,0,712,True,True,5,2024-02-05,KR,US,3953,247,64,0,20,False,True,False,False
3cf65bc3,seller_3785,Automotive Parts,CarTech,27.66,1.8,71,1,81,14,1,272,True,True,2,2023-09-10,DE,CN,2566,141,35,0,22,True,False,False,True
77a0b354,seller_6299,Electronics,CircuitMaster,168.4,4.0,440,4,960,9,0,2231,True,True,5,2024-08-06,JP,KR,1735,150,25,3,17,False,False,False,False
d448f019,seller_1560,Fashion,ClassicWear,282.06,4.9,4537,6,300,4,1,376,True,True,5,2023-12-29,JP,FR,4147,165,81,4,2,True,False,False,False
de194d1d,seller_8842,Luxury Goods,LuxuryBrand,353.44,4.3,7729,8,266,7,1,437,True,True,5,2023-08-20,CA,FR,4235,418,81,3,17,False,True,False,False
2649b212,seller_5917,Automotive Parts,AutoParts Pro,338.44,4.7,9084,7,488,4,0,2170,True,True,3,2023-11-17,FR,IN,247,19,2,2,8,True,False,False,False
75e68b90,seller_8340,Automotive Parts,VehicleCare,166.79,3.0,97,2,198,15,4,25,False,False,1,2023-09-11,IN,IN,4233,95,91,4,13,True,False,False,True
914e47f0,seller_7610,Electronics,TrendSettr,176.46,1.8,62,2,142,24,2,130,False,True,2,2023-10-09,DE,JP,1963,9,88,1,10,False,False,False,True
02f0d1d5,seller_2179,Automotive Parts,TrendSettr,153.31,2.9,78,1,132,22,3,149,True,False,1,2024-03-25,US,FR,4295,370,6,3,0,False,False,False,True
2ede72a1,seller_4302,Pharmaceuticals,WellnessLab,279.24,5.0,7028,7,558,12,1,1184,True,True,4,2024-09-08,AU,FR,1518,115,62,4,2,False,False,False,False
